2022-10-06 00:00:00.010 [scheduling-1] INFO  com.lckp.task.SyncTask - 开始同步规则市场变化
2022-10-06 23:03:32.182 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8117"]
2022-10-06 23:03:32.182 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2022-10-06 23:03:32.182 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.38]
2022-10-06 23:03:32.205 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2022-10-06 23:03:32.205 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 600 ms
2022-10-06 23:03:32.209 [restartedMain] INFO  c.lckp.config.QBittorrentProxyServletConfiguration - IS DEBUG ENABLED: true
2022-10-06 23:03:32.615 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2022-10-06 23:03:32.622 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2022-10-06 23:03:32.628 [restartedMain] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page template: index
2022-10-06 23:03:32.654 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Starting...
2022-10-06 23:03:32.655 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Start completed.
2022-10-06 23:03:38.559 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.1.5.Final
2022-10-06 23:03:38.590 [restartedMain] INFO  com.lckp.Application - Starting Application on Li-PC with PID 20108 (G:\Github\jproxy\target\classes started by mandu in G:\Github\jproxy)
2022-10-06 23:03:38.590 [restartedMain] INFO  com.lckp.Application - The following profiles are active: dev
2022-10-06 23:03:38.630 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2022-10-06 23:03:38.630 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2022-10-06 23:03:40.131 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8117 (http)
2022-10-06 23:03:40.142 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8117"]
2022-10-06 23:03:40.143 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2022-10-06 23:03:40.144 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.38]
2022-10-06 23:03:40.282 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2022-10-06 23:03:40.282 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1652 ms
2022-10-06 23:03:40.287 [restartedMain] INFO  c.lckp.config.QBittorrentProxyServletConfiguration - IS DEBUG ENABLED: true
2022-10-06 23:03:41.284 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2022-10-06 23:03:41.316 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2022-10-06 23:03:41.342 [restartedMain] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page template: index
2022-10-06 23:03:41.413 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2022-10-06 23:03:41.502 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2022-10-06 23:03:42.340 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM DATABASECHANGELOGLOCK
2022-10-06 23:03:42.346 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM DATABASECHANGELOGLOCK
2022-10-06 23:03:42.347 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT LOCKED FROM DATABASECHANGELOGLOCK WHERE ID=1
2022-10-06 23:03:42.368 [restartedMain] INFO  liquibase.lockservice.StandardLockService - Successfully acquired change log lock
2022-10-06 23:03:43.640 [restartedMain] INFO  liquibase.changelog.DatabaseChangeLog - Reading resource: db/changelog/v2.5.0.sql
2022-10-06 23:03:43.643 [restartedMain] INFO  liquibase.changelog.DatabaseChangeLog - Reading resource: db/changelog/v2.6.0.sql
2022-10-06 23:03:43.665 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT MD5SUM FROM DATABASECHANGELOG WHERE MD5SUM IS NOT NULL
2022-10-06 23:03:43.666 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM DATABASECHANGELOG
2022-10-06 23:03:43.666 [restartedMain] INFO  l.changelog.StandardChangeLogHistoryService - Reading from DATABASECHANGELOG
2022-10-06 23:03:43.666 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT * FROM DATABASECHANGELOG ORDER BY DATEEXECUTED ASC, ORDEREXECUTED ASC
2022-10-06 23:03:43.679 [restartedMain] INFO  liquibase.lockservice.StandardLockService - Successfully released change log lock
2022-10-06 23:03:43.700 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2022-10-06 23:03:43.776 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8117"]
2022-10-06 23:03:43.793 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8117 (http) with context path ''
2022-10-06 23:03:44.311 [restartedMain] INFO  com.lckp.Application - Started Application in 6.608 seconds (JVM running for 7.492)
2022-10-06 23:03:46.888 [Thread-10] INFO  com.lckp.config.JProxyConfiguration - 加载代理配置成功
2022-10-06 23:03:46.954 [Thread-10] INFO  com.lckp.config.JProxyConfiguration - Jackett: {"createTime":"2022-08-25 13:57:09","proxyId":1,"proxyIp":"192.168.50.200","proxyPath":"/jackett/**","proxyPort":"9117","proxyType":"Jackett","updateTime":"2022-10-03 06:28:41","validstatus":1}
2022-10-06 23:03:46.955 [Thread-10] INFO  com.lckp.config.JProxyConfiguration - Prowlarr: {"createTime":"2022-08-25 13:57:09","proxyId":2,"proxyIp":"127.0.0.1","proxyPath":"/prowlarr/**","proxyPort":"9696","proxyType":"Prowlarr","updateTime":"2022-08-25 13:57:09","validstatus":1}
2022-10-06 23:03:46.955 [Thread-10] INFO  com.lckp.config.JProxyConfiguration - qBittorrent: {"createTime":"2022-08-25 13:57:09","proxyId":3,"proxyIp":"127.0.0.1","proxyPath":"/qbittorrent/**","proxyPort":"8080","proxyType":"qBittorrent","updateTime":"2022-08-25 13:57:09","validstatus":1}
2022-10-06 23:03:46.959 [Thread-10] INFO  com.lckp.config.JProxyConfiguration - TMDBConfig: {"tmdbAPIKEY":"7e2ecc31e826e5d27bda2b9771444a14","tmdbID":1,"tmdbSTATUS":"true","tmdbTYPE":"TMDB"}
2022-10-06 23:03:46.967 [Thread-10] INFO  com.lckp.config.JProxyConfiguration - 加载规则成功，搜索：3，结果：39
2022-10-06 23:04:00.608 [Thread-12] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2022-10-06 23:04:00.609 [Thread-12] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2022-10-06 23:04:00.611 [Thread-12] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2022-10-06 23:04:00.614 [Thread-12] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2022-10-06 23:04:00.836 [restartedMain] INFO  com.lckp.Application - Starting Application on Li-PC with PID 20108 (G:\Github\jproxy\target\classes started by mandu in G:\Github\jproxy)
2022-10-06 23:04:00.836 [restartedMain] INFO  com.lckp.Application - The following profiles are active: dev
2022-10-06 23:04:06.121 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.1.5.Final
2022-10-06 23:04:06.142 [restartedMain] INFO  com.lckp.Application - Starting Application on Li-PC with PID 1604 (G:\Github\jproxy\target\classes started by mandu in G:\Github\jproxy)
2022-10-06 23:04:06.143 [restartedMain] INFO  com.lckp.Application - The following profiles are active: dev
2022-10-06 23:04:06.199 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2022-10-06 23:04:06.199 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2022-10-06 23:04:07.471 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8117 (http)
2022-10-06 23:04:07.478 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8117"]
2022-10-06 23:04:07.479 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2022-10-06 23:04:07.479 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.38]
2022-10-06 23:04:07.575 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2022-10-06 23:04:07.576 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1377 ms
2022-10-06 23:04:07.580 [restartedMain] INFO  c.lckp.config.QBittorrentProxyServletConfiguration - IS DEBUG ENABLED: true
2022-10-06 23:04:08.546 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2022-10-06 23:04:08.574 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2022-10-06 23:04:08.595 [restartedMain] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page template: index
2022-10-06 23:04:08.669 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2022-10-06 23:04:08.766 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2022-10-06 23:04:09.568 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM DATABASECHANGELOGLOCK
2022-10-06 23:04:09.574 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM DATABASECHANGELOGLOCK
2022-10-06 23:04:09.575 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT LOCKED FROM DATABASECHANGELOGLOCK WHERE ID=1
2022-10-06 23:04:09.589 [restartedMain] INFO  liquibase.lockservice.StandardLockService - Successfully acquired change log lock
2022-10-06 23:04:10.748 [restartedMain] INFO  liquibase.changelog.DatabaseChangeLog - Reading resource: db/changelog/v2.5.0.sql
2022-10-06 23:04:10.751 [restartedMain] INFO  liquibase.changelog.DatabaseChangeLog - Reading resource: db/changelog/v2.6.0.sql
2022-10-06 23:04:10.774 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT MD5SUM FROM DATABASECHANGELOG WHERE MD5SUM IS NOT NULL
2022-10-06 23:04:10.775 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM DATABASECHANGELOG
2022-10-06 23:04:10.775 [restartedMain] INFO  l.changelog.StandardChangeLogHistoryService - Reading from DATABASECHANGELOG
2022-10-06 23:04:10.775 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT * FROM DATABASECHANGELOG ORDER BY DATEEXECUTED ASC, ORDEREXECUTED ASC
2022-10-06 23:04:10.785 [restartedMain] INFO  liquibase.lockservice.StandardLockService - Successfully released change log lock
2022-10-06 23:04:10.802 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2022-10-06 23:04:10.876 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8117"]
2022-10-06 23:04:10.895 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8117 (http) with context path ''
2022-10-06 23:04:11.437 [restartedMain] INFO  com.lckp.Application - Started Application in 5.882 seconds (JVM running for 7.047)
2022-10-06 23:04:14.163 [Thread-10] INFO  com.lckp.config.JProxyConfiguration - 加载代理配置成功
2022-10-06 23:04:14.227 [Thread-10] INFO  com.lckp.config.JProxyConfiguration - Jackett: {"createTime":"2022-08-25 13:57:09","proxyId":1,"proxyIp":"192.168.50.200","proxyPath":"/jackett/**","proxyPort":"9117","proxyType":"Jackett","updateTime":"2022-10-03 06:28:41","validstatus":1}
2022-10-06 23:04:14.227 [Thread-10] INFO  com.lckp.config.JProxyConfiguration - Prowlarr: {"createTime":"2022-08-25 13:57:09","proxyId":2,"proxyIp":"127.0.0.1","proxyPath":"/prowlarr/**","proxyPort":"9696","proxyType":"Prowlarr","updateTime":"2022-08-25 13:57:09","validstatus":1}
2022-10-06 23:04:14.227 [Thread-10] INFO  com.lckp.config.JProxyConfiguration - qBittorrent: {"createTime":"2022-08-25 13:57:09","proxyId":3,"proxyIp":"127.0.0.1","proxyPath":"/qbittorrent/**","proxyPort":"8080","proxyType":"qBittorrent","updateTime":"2022-08-25 13:57:09","validstatus":1}
2022-10-06 23:04:14.231 [Thread-10] INFO  com.lckp.config.JProxyConfiguration - TMDBConfig: {"tmdbAPIKEY":"7e2ecc31e826e5d27bda2b9771444a14","tmdbID":1,"tmdbSTATUS":"true","tmdbTYPE":"TMDB"}
2022-10-06 23:04:14.240 [Thread-10] INFO  com.lckp.config.JProxyConfiguration - 加载规则成功，搜索：3，结果：39
2022-10-06 23:04:28.336 [http-nio-8117-exec-2] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-10-06 23:04:28.336 [http-nio-8117-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2022-10-06 23:04:28.343 [http-nio-8117-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 7 ms
2022-10-06 23:04:28.363 [http-nio-8117-exec-2] INFO  com.lckp.proxy.IndexerProxy - url: http://192.168.50.200:9117/api/v2.0/indexers/bitsearch/results/torznab/api
2022-10-06 23:04:28.363 [http-nio-8117-exec-2] INFO  com.lckp.proxy.IndexerProxy - searchKey: null
2022-10-06 23:04:28.371 [http-nio-8117-exec-2] INFO  com.lckp.proxy.IndexerProxy - paramString: ?t=movie&apikey=******&offset=0&cat=2000,8000,8010,5000&limit=100&extended=1
2022-10-06 23:04:30.286 [http-nio-8117-exec-1] INFO  com.lckp.proxy.IndexerProxy - url: http://192.168.50.200:9117/api/v2.0/indexers/bitsearch/results/torznab/api
2022-10-06 23:04:30.286 [http-nio-8117-exec-1] INFO  com.lckp.proxy.IndexerProxy - searchKey: null
2022-10-06 23:04:30.287 [http-nio-8117-exec-1] INFO  com.lckp.proxy.IndexerProxy - paramString: ?t=movie&apikey=******&offset=0&cat=2000,8000,8010,5000&limit=100&extended=1
2022-10-06 23:04:36.671 [http-nio-8117-exec-3] INFO  com.lckp.proxy.IndexerProxy - url: http://192.168.50.200:9117/api/v2.0/indexers/bitsearch/results/torznab/api
2022-10-06 23:04:36.671 [http-nio-8117-exec-3] INFO  com.lckp.proxy.IndexerProxy - searchKey: Avatar 2009
2022-10-06 23:07:38.875 [Thread-12] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2022-10-06 23:07:38.878 [Thread-12] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2022-10-06 23:07:38.880 [Thread-12] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2022-10-06 23:07:38.882 [Thread-12] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2022-10-06 23:07:39.170 [restartedMain] INFO  com.lckp.Application - Starting Application on Li-PC with PID 1604 (G:\Github\jproxy\target\classes started by mandu in G:\Github\jproxy)
2022-10-06 23:07:39.171 [restartedMain] INFO  com.lckp.Application - The following profiles are active: dev
2022-10-06 23:07:39.592 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8117 (http)
2022-10-06 23:07:39.592 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8117"]
2022-10-06 23:07:39.593 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2022-10-06 23:07:39.593 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.38]
2022-10-06 23:07:39.616 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2022-10-06 23:07:39.616 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 443 ms
2022-10-06 23:07:39.617 [restartedMain] INFO  c.lckp.config.QBittorrentProxyServletConfiguration - IS DEBUG ENABLED: true
2022-10-06 23:07:40.022 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2022-10-06 23:07:40.034 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2022-10-06 23:07:40.041 [restartedMain] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page template: index
2022-10-06 23:07:40.086 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Starting...
2022-10-06 23:07:40.088 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Start completed.
2022-10-06 23:07:40.418 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM DATABASECHANGELOGLOCK
2022-10-06 23:07:40.419 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM DATABASECHANGELOGLOCK
2022-10-06 23:07:40.419 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT LOCKED FROM DATABASECHANGELOGLOCK WHERE ID=1
2022-10-06 23:07:40.425 [restartedMain] INFO  liquibase.lockservice.StandardLockService - Successfully acquired change log lock
2022-10-06 23:07:40.440 [restartedMain] INFO  liquibase.changelog.DatabaseChangeLog - Reading resource: db/changelog/v2.5.0.sql
2022-10-06 23:07:40.441 [restartedMain] INFO  liquibase.changelog.DatabaseChangeLog - Reading resource: db/changelog/v2.6.0.sql
2022-10-06 23:07:40.453 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT MD5SUM FROM DATABASECHANGELOG WHERE MD5SUM IS NOT NULL
2022-10-06 23:07:40.453 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM DATABASECHANGELOG
2022-10-06 23:07:40.453 [restartedMain] INFO  l.changelog.StandardChangeLogHistoryService - Reading from DATABASECHANGELOG
2022-10-06 23:07:40.453 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT * FROM DATABASECHANGELOG ORDER BY DATEEXECUTED ASC, ORDEREXECUTED ASC
2022-10-06 23:07:40.458 [restartedMain] INFO  liquibase.lockservice.StandardLockService - Successfully released change log lock
2022-10-06 23:07:40.474 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2022-10-06 23:07:40.517 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8117"]
2022-10-06 23:07:40.519 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8117 (http) with context path ''
2022-10-06 23:07:40.734 [restartedMain] INFO  com.lckp.Application - Started Application in 1.684 seconds (JVM running for 216.345)
2022-10-06 23:07:40.735 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2022-10-06 23:07:45.818 [Thread-28] INFO  com.lckp.config.JProxyConfiguration - 加载代理配置成功
2022-10-06 23:07:45.822 [Thread-28] INFO  com.lckp.config.JProxyConfiguration - Jackett: {"createTime":"2022-08-25 13:57:09","proxyId":1,"proxyIp":"192.168.50.200","proxyPath":"/jackett/**","proxyPort":"9117","proxyType":"Jackett","updateTime":"2022-10-03 06:28:41","validstatus":1}
2022-10-06 23:07:45.823 [Thread-28] INFO  com.lckp.config.JProxyConfiguration - Prowlarr: {"createTime":"2022-08-25 13:57:09","proxyId":2,"proxyIp":"127.0.0.1","proxyPath":"/prowlarr/**","proxyPort":"9696","proxyType":"Prowlarr","updateTime":"2022-08-25 13:57:09","validstatus":1}
2022-10-06 23:07:45.823 [Thread-28] INFO  com.lckp.config.JProxyConfiguration - qBittorrent: {"createTime":"2022-08-25 13:57:09","proxyId":3,"proxyIp":"127.0.0.1","proxyPath":"/qbittorrent/**","proxyPort":"8080","proxyType":"qBittorrent","updateTime":"2022-08-25 13:57:09","validstatus":1}
2022-10-06 23:07:45.824 [Thread-28] INFO  com.lckp.config.JProxyConfiguration - TMDBConfig: {"tmdbAPIKEY":"7e2ecc31e826e5d27bda2b9771444a14","tmdbID":1,"tmdbSTATUS":"true","tmdbTYPE":"TMDB"}
2022-10-06 23:07:45.832 [Thread-28] INFO  com.lckp.config.JProxyConfiguration - 加载规则成功，搜索：3，结果：39
2022-10-06 23:07:52.723 [Thread-25] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2022-10-06 23:07:52.724 [Thread-25] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2022-10-06 23:07:52.725 [Thread-25] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown initiated...
2022-10-06 23:07:52.728 [Thread-25] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown completed.
2022-10-06 23:07:52.968 [restartedMain] INFO  com.lckp.Application - Starting Application on Li-PC with PID 1604 (G:\Github\jproxy\target\classes started by mandu in G:\Github\jproxy)
2022-10-06 23:07:52.968 [restartedMain] INFO  com.lckp.Application - The following profiles are active: dev
2022-10-06 23:07:53.411 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8117 (http)
2022-10-06 23:07:53.411 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8117"]
2022-10-06 23:07:53.411 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2022-10-06 23:07:53.411 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.38]
2022-10-06 23:07:53.436 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2022-10-06 23:07:53.436 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 465 ms
2022-10-06 23:07:53.437 [restartedMain] INFO  c.lckp.config.QBittorrentProxyServletConfiguration - IS DEBUG ENABLED: true
2022-10-06 23:07:53.743 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2022-10-06 23:07:53.750 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2022-10-06 23:07:53.755 [restartedMain] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page template: index
2022-10-06 23:07:53.780 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Starting...
2022-10-06 23:07:53.781 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Start completed.
2022-10-06 23:07:53.997 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM DATABASECHANGELOGLOCK
2022-10-06 23:07:53.998 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM DATABASECHANGELOGLOCK
2022-10-06 23:07:53.998 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT LOCKED FROM DATABASECHANGELOGLOCK WHERE ID=1
2022-10-06 23:07:54.007 [restartedMain] INFO  liquibase.lockservice.StandardLockService - Successfully acquired change log lock
2022-10-06 23:07:54.022 [restartedMain] INFO  liquibase.changelog.DatabaseChangeLog - Reading resource: db/changelog/v2.5.0.sql
2022-10-06 23:07:54.022 [restartedMain] INFO  liquibase.changelog.DatabaseChangeLog - Reading resource: db/changelog/v2.6.0.sql
2022-10-06 23:07:54.033 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT MD5SUM FROM DATABASECHANGELOG WHERE MD5SUM IS NOT NULL
2022-10-06 23:07:54.033 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM DATABASECHANGELOG
2022-10-06 23:07:54.033 [restartedMain] INFO  l.changelog.StandardChangeLogHistoryService - Reading from DATABASECHANGELOG
2022-10-06 23:07:54.033 [restartedMain] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT * FROM DATABASECHANGELOG ORDER BY DATEEXECUTED ASC, ORDEREXECUTED ASC
2022-10-06 23:07:54.038 [restartedMain] INFO  liquibase.lockservice.StandardLockService - Successfully released change log lock
2022-10-06 23:07:54.046 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2022-10-06 23:07:54.096 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8117"]
2022-10-06 23:07:54.099 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8117 (http) with context path ''
2022-10-06 23:07:54.313 [restartedMain] INFO  com.lckp.Application - Started Application in 1.399 seconds (JVM running for 229.924)
2022-10-06 23:07:54.314 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2022-10-06 23:07:59.626 [Thread-34] INFO  com.lckp.config.JProxyConfiguration - 加载代理配置成功
2022-10-06 23:07:59.629 [Thread-34] INFO  com.lckp.config.JProxyConfiguration - Jackett: {"createTime":"2022-08-25 13:57:09","proxyId":1,"proxyIp":"192.168.50.200","proxyPath":"/jackett/**","proxyPort":"9117","proxyType":"Jackett","updateTime":"2022-10-03 06:28:41","validstatus":1}
2022-10-06 23:07:59.629 [Thread-34] INFO  com.lckp.config.JProxyConfiguration - Prowlarr: {"createTime":"2022-08-25 13:57:09","proxyId":2,"proxyIp":"127.0.0.1","proxyPath":"/prowlarr/**","proxyPort":"9696","proxyType":"Prowlarr","updateTime":"2022-08-25 13:57:09","validstatus":1}
